"code","iso","country","CDG.raw.2000","CDG.raw.2001","CDG.raw.2002","CDG.raw.2003","CDG.raw.2004","CDG.raw.2005","CDG.raw.2006","CDG.raw.2007","CDG.raw.2008","CDG.raw.2009","CDG.raw.2010","CDG.raw.2011","CDG.raw.2012","CDG.raw.2013","CDG.raw.2014","CDG.raw.2015","CDG.raw.2016","CDG.raw.2017","CDG.raw.2018","CDG.raw.2019","CDG.raw.2020","CDG.raw.2021","CDG.raw.2022"
670,"VCT","Saint Vincent and the Grenadines",1.4786477903513e-07,1.7802211645519e-07,1.75891953614426e-07,1.74558258395386e-07,1.86288413323473e-07,1.81765084961237e-07,1.67047478010303e-07,1.7537634313226e-07,1.63752711390954e-07,2.10318699969583e-07,1.73811255361863e-07,1.71956935858548e-07,1.8149317439039e-07,1.68696517240538e-07,1.91803395705445e-07,1.73083828878086e-07,1.71381126737972e-07,1.50868699170223e-07,1.63574278572862e-07,1.52650030942567e-07,1.71368665332928e-07,1.63899965759488e-07,1.57604370182085e-07
882,"WSM","Samoa",1.86034142421777e-07,1.86557612715452e-07,1.84985976635891e-07,1.71825142797953e-07,1.74431844914438e-07,1.67206901489847e-07,1.67275311798231e-07,1.7354998751773e-07,1.50489249869558e-07,1.58186531327494e-07,1.62018690841393e-07,1.62254149778475e-07,1.65303208653805e-07,1.71601570477071e-07,1.76909632722865e-07,1.9203149673413e-07,1.86438360310256e-07,1.89509881138708e-07,1.84980598622753e-07,2.01617567248052e-07,1.85590035844868e-07,2.08423040274615e-07,2.19278255247756e-07
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,1.37055472973826e-07,1.51542706173167e-07,1.57432036500236e-07,1.68947288827342e-07,1.66388667299746e-07,1.67393882370589e-07,1.61512451897804e-07,1.520420776647e-07,1.61348361071953e-07,1.69407334715415e-07,1.56474986742034e-07,1.68564829129749e-07,1.60821602429718e-07,1.76091334935012e-07,1.79146665353953e-07,1.90576789422259e-07,1.70085584598374e-07,1.65219428149912e-07,1.65899508869538e-07,1.56900124034812e-07,1.61169436387456e-07,1.44946893045917e-07
682,"SAU","Saudi Arabia",3.47243815209912e-07,3.51935113363007e-07,3.97170769529582e-07,3.59195541467818e-07,3.9948328782567e-07,3.80123325047906e-07,4.03106388973577e-07,3.55222300796126e-07,3.73554882332073e-07,4.09880878787202e-07,4.32591860228275e-07,3.73639045608054e-07,3.99433043459206e-07,3.73110469437997e-07,4.0363472574653e-07,4.27078443101492e-07,4.28632928001065e-07,4.18743115447056e-07,4.1110365237387e-07,4.19717340066138e-07,3.78980013416316e-07,3.77016550715189e-07,3.63783057100023e-07
686,"SEN","Senegal",1.53465904262419e-07,1.60548101342053e-07,1.67175704260621e-07,1.758246432141e-07,1.786177774953e-07,1.81066749672191e-07,1.41274728225845e-07,1.51064429238293e-07,1.42008101232228e-07,1.53288723438069e-07,1.9351304069997e-07,2.17581196715942e-07,1.96986634499524e-07,2.05162586790684e-07,2.14581124933861e-07,2.27659050021772e-07,2.17755815424565e-07,2.17806868720868e-07,2.15941764895184e-07,2.31607273983141e-07,1.94526654511952e-07,1.9472276493033e-07,1.8903383015789e-07
688,"SRB","Serbia",6.71900544374696e-07,6.89602333655669e-07,6.86656018377777e-07,7.03053099372139e-07,6.95005771619337e-07,5.6518587206659e-07,6.33573283497263e-07,5.82680550215899e-07,4.79480617464616e-07,4.36937660767213e-07,4.31888968575659e-07,4.53472316659197e-07,4.07967324272011e-07,4.03975492082654e-07,3.42701332663097e-07,3.96022406038837e-07,3.94312164938058e-07,3.90396705874451e-07,3.63680488756041e-07,3.48251569417772e-07,3.58499520134518e-07,3.24005733430061e-07,3.13990763931474e-07
690,"SYC","Seychelles",1.87504448003893e-07,2.09709568115251e-07,2.09400838697512e-07,2.17815476984123e-07,2.43492946587938e-07,2.30011153861692e-07,2.12257578834094e-07,2.04236881278731e-07,2.15686475455215e-07,2.34870917592101e-07,2.26618703415429e-07,1.89836815112222e-07,1.9240298473242e-07,1.8510630303331e-07,1.96767581453243e-07,2.05464731844959e-07,2.17046438336019e-07,2.19558415150356e-07,2.211444362547e-07,2.08289391332526e-07,2.33640377915875e-07,2.41491805446292e-07,2.2069204219527e-07
694,"SLE","Sierra Leone",5.6620161503958e-08,8.25148095188336e-08,8.84621964434326e-08,8.61074667801812e-08,7.86525786430017e-08,6.15709126216224e-08,8.04193784619972e-08,6.26939679482078e-08,6.16970958923692e-08,5.93453665621648e-08,6.01198710918205e-08,7.43381780671422e-08,7.55052187765191e-08,7.85684652896657e-08,8.0922721356657e-08,9.78127765950591e-08,9.69163695434211e-08,8.89471769066437e-08,8.12995280022316e-08,7.5346327211844e-08,7.85423425020088e-08,8.16131719584033e-08,8.02524418963588e-08
702,"SGP","Singapore",2.14706429128807e-07,2.20645604044695e-07,2.03224045198366e-07,2.04046958931835e-07,1.7592789938266e-07,1.45420593839909e-07,1.35720597376678e-07,9.0572290453072e-08,1.3491300879756e-07,1.30544163718506e-07,1.08445370407267e-07,8.06788427652885e-08,1.15154548641448e-07,1.18967346900814e-07,1.08627214846522e-07,1.25357690635946e-07,7.87239024959046e-08,7.47880401947177e-08,9.02893439547662e-08,6.01524548382789e-08,1.01573988722183e-07,9.50191142912057e-08,8.74421436348538e-08
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53579471685522e-07,3.02744563483689e-07,3.69233589670391e-07,4.42648542667215e-07,4.48437332861725e-07,4.48252258913747e-07,4.57740797212616e-07,4.55463471035122e-07,4.59688812955134e-07,4.79421590473608e-07,4.40644844185303e-07,4.9964824987249e-07,4.48717751711821e-07,4.12810604962288e-07
703,"SVK","Slovakia",4.87295733336936e-07,4.9586348504665e-07,4.60789641271864e-07,4.40148623336396e-07,4.22917779629422e-07,3.96703093530679e-07,3.63643134766344e-07,3.15828375223554e-07,3.0201903248775e-07,2.90574020606144e-07,2.77951512653843e-07,2.67759039113707e-07,2.49836229516414e-07,2.45889044417052e-07,2.26568388766498e-07,2.2064201395402e-07,2.19212753937689e-07,2.2027325006906e-07,2.11689120302824e-07,1.93197162749396e-07,1.83996420891378e-07,1.9842923238086e-07,1.89538535077383e-07
705,"SVN","Slovenia",2.88040966660905e-07,3.02216692612029e-07,2.96672237589318e-07,2.8304322806971e-07,2.78438193378102e-07,2.71908314530563e-07,2.60867722535705e-07,2.46181952826913e-07,2.50664834265595e-07,2.40361378868112e-07,2.40915837626895e-07,2.37393596852727e-07,2.34897901524426e-07,2.27833283102664e-07,1.98733503215487e-07,1.95643221893525e-07,2.00885948217125e-07,1.93755514211587e-07,1.84264242676591e-07,1.72223981037709e-07,1.64815398075304e-07,1.54738801728317e-07,1.42965408943436e-07
90,"SLB","Solomon Islands",2.44520434796943e-07,2.78722914357184e-07,3.0019341521453e-07,2.94427998534994e-07,2.92950318163091e-07,2.8014937822015e-07,2.76004159631073e-07,2.7642438801117e-07,2.66569886320208e-07,2.68402473507107e-07,2.53087057286636e-07,2.46053704657592e-07,2.42672722608595e-07,2.47600161738597e-07,2.15903172695844e-07,1.88750202028512e-07,1.76582159600966e-07,1.69145140633336e-07,1.6673512906415e-07,1.65942512356136e-07,1.69602694885847e-07,1.77988939010055e-07,1.83434208334849e-07
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51459506421632e-08,5.1158550750248e-08,4.44663857231599e-08,4.14470527250868e-08,4.04955756598057e-08,3.76594537752029e-08,3.50462244955641e-08,3.20332315313867e-08,3.35395699875557e-08,3.18210450641657e-08
710,"ZAF","South Africa",7.62458314708832e-07,7.29298220558464e-07,6.74697038476792e-07,7.43395922602012e-07,7.89948593840285e-07,6.95064796623321e-07,7.06523192462585e-07,6.98006229250585e-07,7.20240819862063e-07,7.09926355336272e-07,6.63789484117171e-07,6.47444185586775e-07,6.22856113874896e-07,6.0731896605883e-07,6.16137402284276e-07,5.7505022844059e-07,5.85018466039246e-07,5.56057339248703e-07,5.42554763009546e-07,5.78436097516698e-07,5.77001762087902e-07,5.38343180228902e-07,5.0082784714995e-07
410,"KOR","South Korea",4.07586805298926e-07,4.02551119824628e-07,3.90442594950364e-07,3.85802870369105e-07,3.71410395365011e-07,3.61357896071043e-07,3.46583441662093e-07,3.39446575277872e-07,3.3642938594058e-07,3.37022662972375e-07,3.48711067277975e-07,3.5278436712109e-07,3.46994226491142e-07,3.39905120463297e-07,3.26651332045062e-07,3.20154734872592e-07,3.12822689357318e-07,3.11143429870913e-07,3.09573496798717e-07,2.91906091556636e-07,2.71937629491557e-07,2.69170604498942e-07,2.56028178364407e-07
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1611012979482e-07,2.42626168078297e-07,2.06920096159158e-07,2.14600263558694e-07,2.70560243317761e-07,2.77975454487396e-07,2.51934316789538e-07,3.07384951059652e-07,3.12496371407932e-07,3.17702982392942e-07,3.28590269703583e-07,3.25171270223596e-07
724,"ESP","Spain",2.19907615905069e-07,2.12771413496521e-07,2.20493795679346e-07,2.16935869473934e-07,2.20798803864998e-07,2.22268127057386e-07,2.0847441599279e-07,2.05554517174867e-07,1.86271750786984e-07,1.70858645597654e-07,1.6277765201522e-07,1.64614293773453e-07,1.66203336464757e-07,1.52734116463916e-07,1.51970543417989e-07,1.55903729280646e-07,1.45083294584259e-07,1.4846779508191e-07,1.42503562876779e-07,1.30398732925897e-07,1.25325911130187e-07,1.28023926372495e-07,1.29495261902397e-07
144,"LKA","Sri Lanka",8.76897581342922e-08,9.07560108251522e-08,9.25502415003752e-08,8.74008425706817e-08,9.19256350354196e-08,8.50139208813953e-08,7.80151610440736e-08,7.52762241894438e-08,7.00862749313635e-08,7.3096819824784e-08,6.82281729796025e-08,7.16135561245038e-08,6.99615147911941e-08,6.1757207076355e-08,6.96949974581684e-08,7.55872814718349e-08,8.40100605911806e-08,7.85202382538741e-08,6.74326376483798e-08,7.13994259953437e-08,7.27194625237733e-08,6.85282975365448e-08,6.4029469029779e-08
275,"PSE","State of Palestine",1.26131850993513e-07,1.12984284556127e-07,1.10514453409688e-07,1.0739119249423e-07,1.5117376974596e-07,1.69626044499314e-07,1.41556269867238e-07,1.39920571942223e-07,1.15042436444107e-07,1.07830372445495e-07,9.92582240890761e-08,1.00027688779658e-07,9.24187073880889e-08,9.77172144871542e-08,1.13907468362344e-07,1.16367375811817e-07,1.14993827604214e-07,1.14602351448834e-07,1.02504119924076e-07,1.1159252738591e-07,1.28205457200302e-07,1.23433914548508e-07,1.21160803163302e-07
729,"SDN","Sudan",4.02864302516716e-08,4.30155693215981e-08,5.14751897830945e-08,5.40231972049335e-08,6.55676411812966e-08,6.03090905069679e-08,6.19009399504338e-08,6.87822641103421e-08,6.92359192868649e-08,7.43523095320887e-08,7.28696577995679e-08,7.34974594548322e-08,9.18463708655767e-08,1.00710694069582e-07,9.92112043696207e-08,1.17636734957495e-07,1.07514061817438e-07,1.09182788513302e-07,1.19097410988913e-07,1.21849317378491e-07,1.19208486795052e-07,1.31288006177342e-07,1.31525535361603e-07
740,"SUR","Suriname",3.56221037617553e-07,3.68447384971743e-07,2.36649648498768e-07,2.19435390022503e-07,2.04614376573799e-07,1.99923029937377e-07,2.06823843965752e-07,1.98783459900765e-07,2.09912865954429e-07,2.10010328727234e-07,2.37741853084058e-07,2.61088633855992e-07,2.29980547079879e-07,2.82177869891311e-07,2.86222579666076e-07,2.51213840535616e-07,2.84397351385646e-07,2.32615513418055e-07,1.90855398423312e-07,2.3799360767081e-07,3.13561643633268e-07,4.06834737657865e-07,3.88880971028434e-07
752,"SWE","Sweden",1.52400365586807e-07,1.52704756748677e-07,1.51690879187366e-07,1.49853354711746e-07,1.41681007720748e-07,1.31305118365669e-07,1.25135794336512e-07,1.19300442833761e-07,1.15029828925157e-07,1.11671893722604e-07,1.18521069950759e-07,1.06398712138952e-07,1.01593543355821e-07,9.71554827422613e-08,9.10206995033505e-08,8.70006342385052e-08,8.52266556312548e-08,8.12602308134733e-08,7.89174508929488e-08,7.54835071329582e-08,6.90302189084635e-08,6.87845830293688e-08,6.61889866601189e-08
756,"CHE","Switzerland",1.02564002449707e-07,1.04368709097075e-07,1.00691925717529e-07,1.03471252584236e-07,1.02070156232597e-07,1.00539721017457e-07,9.57379640780971e-08,8.80585833301742e-08,8.83060081751545e-08,8.80047512858987e-08,8.82040593834264e-08,7.88202223416902e-08,8.03111320332335e-08,8.06410572915715e-08,7.15754332413562e-08,6.95144235314011e-08,6.8902289866869e-08,6.62295331193147e-08,6.21867785934036e-08,6.12505999151836e-08,5.84844619996639e-08,5.86595211108637e-08,5.68220167030879e-08
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",3.64949731547088e-07,3.74828802836867e-07,3.67028637461262e-07,3.68354353349318e-07,3.57788381882711e-07,3.50807070233311e-07,3.43727499157621e-07,3.25943031218773e-07,3.08092780248836e-07,2.9659120395706e-07,2.87829965802064e-07,2.83932088586538e-07,2.74197563293621e-07,2.68661475805837e-07,2.58896739981202e-07,2.54695874324385e-07,2.52786493520316e-07,2.49513315911424e-07,2.41187301080455e-07,2.26206126025495e-07,2.17068094008575e-07,2.18321748108298e-07,2.03551901948894e-07
762,"TJK","Tajikistan",2.71278280028687e-07,2.53516004817355e-07,1.87760733603708e-07,1.86599901861711e-07,2.09174775034597e-07,1.8677553243481e-07,1.89989538818334e-07,2.14205593324278e-07,1.78155420642837e-07,1.44703325905394e-07,1.41010912789675e-07,1.2116591840777e-07,1.41251383727696e-07,1.30329978928486e-07,1.93294837075402e-07,2.10149707904525e-07,2.11052906180419e-07,2.37410159455847e-07,2.59326876353064e-07,2.65312657982403e-07,2.66818121315881e-07,2.61764891639035e-07,2.43273580119876e-07
834,"TZA","Tanzania",5.61006467438614e-08,6.25346251503138e-08,6.69343442329268e-08,6.63769578120726e-08,7.06864880210838e-08,8.34458747269944e-08,8.59404786644842e-08,7.81623801330046e-08,7.66155423962541e-08,7.10064997667026e-08,8.01578672438713e-08,8.09078830761132e-08,9.04006527634858e-08,9.33522291042478e-08,8.30523314516204e-08,8.26971658013035e-08,8.12844493986857e-08,8.37341653746926e-08,8.36692562884277e-08,9.18116762078555e-08,9.28047570717192e-08,9.67993682177708e-08,9.34972571847632e-08
764,"THA","Thailand",2.70997350991372e-07,2.69667815034653e-07,2.72330960472264e-07,2.62901430929799e-07,2.68370038711597e-07,2.66273127107052e-07,2.5544605463606e-07,2.51547964748305e-07,2.4746395036251e-07,2.54282528499668e-07,2.49103835771607e-07,2.50983863894457e-07,2.50729134261274e-07,2.45475575225216e-07,2.51132143858397e-07,2.47621252026467e-07,2.4539904902998e-07,2.34979590424484e-07,2.29436217043014e-07,2.19638881350576e-07,2.25514184975639e-07,2.1841199359148e-07,2.15698269603269e-07
626,"TLS","Timor-Leste",1.08133097818078e-07,5.0237915710353e-08,1.18653812082391e-07,1.1511636515074e-07,2.29287060272218e-07,1.43860285771563e-07,1.47967953674991e-07,1.22060280476253e-07,1.08462829441605e-07,1.11130713927413e-07,9.89154921255745e-08,1.2935641788746e-07,1.68115767372747e-07,1.70623404691664e-07,1.64778237788642e-07,1.51449403415163e-07,1.59747773982142e-07,1.76756079549899e-07,1.5923663110805e-07,1.41125933648295e-07,1.02399461889284e-07,9.98412457728166e-08,1.21954029713014e-07
768,"TGO","Togo",1.58995157760156e-07,1.37269422866764e-07,1.50869136139084e-07,1.92921313629697e-07,1.88264205606228e-07,1.94949662859882e-07,1.65527718300572e-07,1.69309479499988e-07,1.63346588437919e-07,2.7857898268257e-07,2.48660494079704e-07,2.25444062544074e-07,1.87235590900105e-07,1.30811097003682e-07,1.15931303805354e-07,1.32490979429313e-07,1.55733544679656e-07,1.28549837762833e-07,1.32938080764016e-07,1.41318783333217e-07,1.36642443929091e-07,1.38373227508195e-07,1.31782496268931e-07
776,"TON","Tonga",1.93182259125007e-07,1.71878488528989e-07,1.91252936418362e-07,2.13643788641802e-07,2.0523874349135e-07,2.11908317380344e-07,2.39607467407448e-07,2.11649983707159e-07,2.15087786593549e-07,2.47509511097604e-07,2.18254798430703e-07,1.78783028073372e-07,1.83656454946468e-07,1.95711195812671e-07,1.91838550118225e-07,1.95733117033208e-07,1.95143553002194e-07,2.05533393443164e-07,2.05038782570198e-07,2.42119370355264e-07,2.73797748238875e-07,2.93528887940683e-07,NA
780,"TTO","Trinidad and Tobago",1.129660581943e-06,1.1908296309902e-06,1.18348265302502e-06,1.16707692088033e-06,1.09180914041492e-06,1.2013102213868e-06,1.18607686066769e-06,1.20790495468437e-06,1.13963895510858e-06,1.19138379301758e-06,1.22233226479995e-06,1.2247830411825e-06,1.12708407726066e-06,1.07708534966122e-06,1.06674330372709e-06,1.04433168463805e-06,9.80785442790776e-07,1.04019078666911e-06,1.04959015696322e-06,1.06026095744802e-06,9.86432709486354e-07,1.010969800362e-06,9.53159071417209e-07
788,"TUN","Tunisia",2.57573925367896e-07,2.5925767884229e-07,2.59011567769522e-07,2.5290754064076e-07,2.48784288068067e-07,2.45346881357762e-07,2.3747376726164e-07,2.3824803004334e-07,2.37389600745855e-07,2.29303477817842e-07,2.46480030114964e-07,2.36414900955483e-07,2.44177961490489e-07,2.37356359697687e-07,2.41285038786725e-07,2.52863816118502e-07,2.43492947896623e-07,2.43455924202318e-07,2.36185442757649e-07,2.2666437381539e-07,2.33351452536436e-07,2.7645928596478e-07,2.72203095409244e-07
792,"TUR","Turkiye",2.35585270225253e-07,2.32178321653415e-07,2.25921560431027e-07,2.28615830728614e-07,2.15256864627559e-07,2.1371712230734e-07,2.1303396864605e-07,2.25304049402988e-07,2.21294593434572e-07,2.368429461255e-07,2.18283821891353e-07,2.12355207546398e-07,2.10975090460957e-07,1.89680188712479e-07,1.8944044342878e-07,1.88828297251825e-07,1.9273523155762e-07,1.90304554726698e-07,1.81005668654002e-07,1.71357361148965e-07,1.72368487202297e-07,1.69704764907649e-07,1.54713984490495e-07
795,"TKM","Turkmenistan",1.88568012468621e-06,1.5625895163256e-06,1.37982734889898e-06,1.79896918794355e-06,2.08442336732659e-06,1.79077065410912e-06,1.66658600541874e-06,1.49102706629471e-06,1.57099574259766e-06,1.30689356478709e-06,1.35012673701466e-06,1.29584949801542e-06,1.1983098522774e-06,1.04517573638e-06,9.24890319536556e-07,8.8950895948375e-07,8.39240110730347e-07,7.86912927254469e-07,7.34068496533923e-07,7.07506924272758e-07,7.59012621605172e-07,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55802077145152e-07,3.5929550502424e-07,3.60105394519945e-07,3.56730001092561e-07,3.24284530116177e-07,3.20145744738013e-07,3.5020978496588e-07,3.41966262918424e-07,3.24678584530285e-07,4.38966992119811e-07,3.88164262661851e-07,3.937081822574e-07
798,"TUV","Tuvalu",2.18214794576054e-07,3.27322191864081e-07,2.98859392571552e-07,3.12443910415714e-07,3.19710047867242e-07,3.35305659958327e-07,3.27322191864081e-07,3.05500712406476e-07,2.86406917881071e-07,3.05500712406476e-07,3.12443910415714e-07,2.92500682091307e-07,2.98859392571552e-07,2.86406917881071e-07,2.86406917881071e-07,2.59387397326253e-07,2.45491643898061e-07,2.39624490987817e-07,2.36345782379848e-07,2.07645107895916e-07,2.16917986699498e-07,2.22335742187935e-07,2.18350183945731e-07
800,"UGA","Uganda",4.56323412944664e-08,4.51756658760087e-08,4.24016106552499e-08,4.16555691100674e-08,4.14432470987045e-08,4.89270169052399e-08,5.21620610072686e-08,5.4707755667903e-08,5.16180115286155e-08,5.21592532881763e-08,5.87546953100304e-08,5.75389908839866e-08,5.25567474807564e-08,5.25210329197754e-08,5.44297935335249e-08,5.72606851476312e-08,5.79066908017836e-08,6.3085249866209e-08,6.08324932724386e-08,5.93145534938054e-08,5.56690538363559e-08,5.87608612260937e-08,5.5862487489379e-08
804,"UKR","Ukraine",7.74884100259069e-07,7.57626345761604e-07,7.00311535540244e-07,6.63972808200204e-07,6.00452525097294e-07,5.88008538076176e-07,5.80672783524474e-07,5.42641872724145e-07,5.13660081528071e-07,5.15428344674035e-07,5.25084486642395e-07,5.21669964327234e-07,5.14200816524277e-07,5.02241680758715e-07,4.83733778503924e-07,4.65687058007825e-07,4.75256438998887e-07,4.42707143408786e-07,4.44243431057086e-07,4.1240788602971e-07,3.99298538610212e-07,3.92212276487562e-07,3.71823105148301e-07
784,"ARE","United Arab Emirates",3.52533903634929e-07,3.15347237270655e-07,2.56953502882756e-07,2.9697430647724e-07,2.84437570780856e-07,2.7781636105526e-07,2.69087035933116e-07,2.85251620828416e-07,3.19118541658109e-07,3.68176967243043e-07,3.98665413452713e-07,3.98512140547622e-07,3.99247131205602e-07,3.90924240911556e-07,3.69393917895626e-07,3.7178183089318e-07,3.53631959961701e-07,3.29185838392292e-07,3.20005482376643e-07,3.32041371164672e-07,3.44922636765017e-07,3.63284231280517e-07,3.4769329722839e-07
826,"GBR","United Kingdom",2.48676094606485e-07,2.47247446439968e-07,2.35506498849346e-07,2.32998848310231e-07,2.28381543764695e-07,2.21246716489538e-07,2.15621442600841e-07,2.07167039336625e-07,2.02060969557257e-07,1.91869408307471e-07,1.94064299299962e-07,1.76188477728066e-07,1.80240804421664e-07,1.73436795624183e-07,1.54405177281732e-07,1.45179045387523e-07,1.34355463942583e-07,1.27189887142052e-07,1.22591974158332e-07,1.15897620910478e-07,1.16520938723127e-07,1.15330705608186e-07,1.0160058295285e-07
840,"USA","United States of America",4.21147986617324e-07,4.0988441661411e-07,4.0570654011503e-07,3.98997214764208e-07,3.90598073711508e-07,3.78827987074518e-07,3.63913655733584e-07,3.6139292970321e-07,3.48343694014545e-07,3.31361283143516e-07,3.34411100062874e-07,3.21604817833883e-07,3.03026876555591e-07,3.05167173613911e-07,3.01052955997076e-07,2.8511864758148e-07,2.74048247611324e-07,2.66040588507907e-07,2.66751778588705e-07,2.55169015195341e-07,2.35145672582023e-07,2.36966032998477e-07,2.33322149174517e-07
858,"URY","Uruguay",1.08388882950468e-07,1.07638589910178e-07,1.05696797261527e-07,1.04142288739411e-07,1.21919198316759e-07,1.16755019427529e-07,1.2920562295419e-07,1.09331262555372e-07,1.40673353094181e-07,1.30753542073322e-07,9.61236206795734e-08,1.11066321741062e-07,1.20435372657765e-07,1.00369609453402e-07,8.67355974745167e-08,8.71612055098273e-08,8.29057832132851e-08,7.70059281303014e-08,8.19812537543258e-08,8.03720186308969e-08,8.55732511964356e-08,1.01677397609615e-07,9.44066702585643e-08
860,"UZB","Uzbekistan",1.68794217035169e-06,1.65647828311445e-06,1.6733745821529e-06,1.57780350594109e-06,1.45493216469836e-06,1.28137709382285e-06,1.22488723084703e-06,1.10922135356062e-06,1.05489073000082e-06,8.30586873135062e-07,7.60906089364064e-07,7.67400615336956e-07,7.29389786813402e-07,6.42195976720283e-07,5.74762274424297e-07,5.17579369891725e-07,5.18954066624379e-07,4.91651914069967e-07,4.36032549384483e-07,4.36123241952734e-07,4.32333890087189e-07,4.2733866137499e-07,4.19084242948139e-07
548,"VUT","Vanuatu",1.54970140925025e-07,1.67104751920408e-07,1.62166292575064e-07,1.55498016526203e-07,1.04024661375454e-07,9.87838553470778e-08,7.40008909588478e-08,1.49397642856309e-07,1.36233944722611e-07,1.67815255750384e-07,1.65728948372954e-07,1.80160617459423e-07,1.54256523624224e-07,1.43948447588848e-07,2.00050780698776e-07,1.71508103216322e-07,1.81537661137719e-07,1.62421503110962e-07,1.98316409817201e-07,1.76409550562462e-07,2.26941718767742e-07,2.35280101366199e-07,2.2840443878939e-07
862,"VEN","Venezuela",3.64310699668012e-07,3.22003098069498e-07,4.44282761555904e-07,4.52614126853527e-07,3.54126492843337e-07,3.33469948284898e-07,3.18421063779191e-07,2.89710239310838e-07,2.77943668222036e-07,2.80388904893297e-07,3.54864187597392e-07,3.03022147139936e-07,2.9933233114492e-07,3.33531837241013e-07,3.07755371986416e-07,3.09316801408393e-07,3.42570994824075e-07,3.68497588976427e-07,3.34245710784575e-07,4.01908912444119e-07,4.0599185832053e-07,4.64633048179377e-07,4.61928943867243e-07
704,"VNM","Viet Nam",1.84974781195709e-07,1.96950622327247e-07,2.11194573892353e-07,2.19540140888954e-07,2.35010908804912e-07,2.3548773674104e-07,2.28869767729987e-07,2.17448608952801e-07,2.3191604308979e-07,2.39656198848065e-07,2.52451995767638e-07,2.59329495827274e-07,2.32453916494808e-07,2.31154047061423e-07,2.6081379141892e-07,2.88850521859496e-07,2.80466278237056e-07,2.69829934157981e-07,2.81788227173863e-07,3.48088010172675e-07,3.59731346210316e-07,3.40331210707188e-07,3.07068641080154e-07
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",2.27841308588276e-07,2.38368863395158e-07,2.22685353173815e-07,2.3922987688452e-07,2.48708771574053e-07,2.55400707436137e-07,2.71891307281129e-07,2.60670397480387e-07,2.60416399675518e-07,2.75069210877184e-07,2.45253401170862e-07,2.46032873367905e-07,2.172394764907e-07,2.76523243697157e-07,2.70060760525311e-07,1.99505302093921e-07,1.56427524042976e-07,1.59635544715976e-07,1.89451382526432e-07,1.89483015529864e-07,1.90408822410909e-07,2.04769575083641e-07,1.97714431320558e-07
894,"ZMB","Zambia",8.60366312357314e-08,8.6340263947287e-08,8.5916228108983e-08,8.4987795515608e-08,8.05413491657912e-08,8.00475095274047e-08,7.38062892417767e-08,7.0044431846579e-08,7.23226054795863e-08,7.62626716225743e-08,7.33741100346681e-08,7.51212779262516e-08,8.62439261128691e-08,8.70250715957182e-08,9.17856044418165e-08,9.26269307317037e-08,1.03341559293928e-07,1.16628601045574e-07,1.21420284690482e-07,1.25042446043585e-07,1.35155152250223e-07,1.37444112497727e-07,1.35136831260834e-07
716,"ZWE","Zimbabwe",4.24490076933943e-07,3.78809910476543e-07,3.95418161878325e-07,4.24869910505969e-07,4.00858120901427e-07,4.82395587481267e-07,4.84137726508279e-07,4.76787717188383e-07,4.54571802065624e-07,4.33638490600602e-07,3.78868328527772e-07,3.91303568761903e-07,3.67126885481396e-07,3.68955701148989e-07,3.72117634321764e-07,3.74165034848742e-07,3.18732955507654e-07,2.70250561372273e-07,2.9664266072522e-07,2.88937776870126e-07,2.51690700163865e-07,2.48196904619006e-07,2.53181460610359e-07
